Phase,Date,PD Level EFD-0146,PD Level EFD-0116,Time Index EFD-0146,Time Index EFD-0116,Location(m) from EFD-0146,Nearest Pole Location,Pole LIS number,T2 EFD-0146,T2 EFD-0116,W2 EFD-0146,W2 EFD-0116,MaxCountSquared EFD-0146,MaxCountSquared EFD-0116,MaxVoltSquared EFD-0146,MaxVoltSquared EFD-0116,Day
White,14/05/2018 6:02:35 PM +10:00,0.002365112,0.004119873,0.059110984,0.059104132,2710.566735,2793,5111863,3.96155E-14,3.52061E-14,6.2361E+15,4.10771E+15,7,2,5.59376E-06,1.69734E-05,14.75179
Red,14/05/2018 7:30:27 PM +10:00,0.002365112,0.004119873,0.014241884,0.014247488,844.9212128,897,5111290,4.29463E-14,4.66425E-14,5.39625E+15,3.02096E+15,2,1,5.59376E-06,1.69734E-05,14.81281
Blue,14/05/2018 9:43:33 PM +10:00,0.002365112,0.004119873,0.118536372,0.11852962,2699.364315,2793,5111863,3.82828E-14,4.85027E-14,6.72896E+15,3.98165E+15,1,2,-6.33881E-06,1.69734E-05,14.90524
White,14/05/2018 9:50:54 PM +10:00,0.002365112,0.005950928,0.064704248,0.064711352,620.1768298,544,5111289,3.65778E-14,6.82323E-14,6.64033E+15,7.95589E+15,8,3,5.59376E-06,3.54135E-05,14.91035
White,14/05/2018 9:51:48 PM +10:00,0.002365112,0.004119873,0.05887994,0.05887338,2669.670885,2793,5111863,5.32546E-14,6.07096E-14,4.03827E+15,2.47927E+15,10,4,5.59376E-06,1.69734E-05,14.91097
Red,15/05/2018 8:10:28 AM +10:00,0.002975464,0.008392334,0.015160492,0.015156212,2325.607634,2445,5111862,5.11153E-14,1.80419E-14,4.53076E+15,4.85756E+15,1,1,8.85339E-06,7.04313E-05,15.3406
White,15/05/2018 8:12:52 AM +10:00,0.002975464,0.009613037,0.070091012,0.070098168,604.5358052,544,5111289,4.56497E-14,4.19966E-14,3.49605E+15,6.3844E+15,1,1,8.85339E-06,9.24105E-05,15.34227
Red,15/05/2018 8:23:23 AM +10:00,0.006027222,0.007171631,0.039275528,0.039268648,2712.215697,2793,5111863,1.51879E-14,1.37229E-14,4.3958E+15,4.70123E+15,1,1,3.63274E-05,5.14323E-05,15.34957
White,15/05/2018 8:55:49 AM +10:00,0.008468628,0.010223389,0.074769204,0.074779868,79.07409682,0,5111287,1.22685E-14,1.22715E-14,4.47512E+15,4.63244E+15,1,1,7.17177E-05,0.000104518,15.3721
Blue,15/05/2018 10:49:33 AM +10:00,0.010910034,0.009613037,0.127012956,0.127014812,1409.495127,1401,5111291,1.02418E-14,1.19319E-14,4.49531E+15,4.66751E+15,1,1,-0.000122382,9.24105E-05,15.45108
White,15/05/2018 11:07:45 AM +10:00,0.010910034,0.007781982,0.066368612,0.066363712,2422.192303,2445,5111862,1.01806E-14,1.60167E-14,4.49046E+15,4.37418E+15,1,1,0.000119029,6.05593E-05,15.46372
Blue,15/05/2018 11:15:19 AM +10:00,0.010299683,0.009002686,0.108657672,0.108646536,3359.120919,3370,3919767,1.09174E-14,1.47234E-14,4.45142E+15,4.57581E+15,2,1,0.000106083,8.10483E-05,15.46897
White,15/05/2018 11:47:18 AM +10:00,0.010299683,0.008392334,0.058684732,0.058677848,2719.891738,2793,5111863,1.0648E-14,1.09963E-14,4.48463E+15,4.70669E+15,55,1,0.000106083,-7.56467E-05,15.49118
Red,15/05/2018 12:21:30 PM +10:00,0.002975464,0.004730225,0.025322288,0.025331416,316.8899533,294,5111288,3.21014E-14,3.35537E-14,4.08401E+15,3.8783E+15,37,1,-9.78471E-06,2.2375E-05,15.51493
Red,15/05/2018 12:55:50 PM +10:00,0.003585815,0.004119873,0.009683644,0.009682884,1799.180434,1696,5111292,1.91741E-14,3.14088E-14,4.06601E+15,4.56047E+15,2,2,-1.39757E-05,1.69734E-05,15.53877
Red,15/05/2018 1:57:07 PM +10:00,0.002365112,0.004119873,0.026641172,0.026638856,2031.010223,2007,5111293,2.86479E-14,3.52205E-14,4.33453E+15,3.4357E+15,2,1,-6.33881E-06,-1.95811E-05,15.58133
Blue,15/05/2018 2:23:47 PM +10:00,0.003585815,0.004119873,0.126514148,0.12650738,2691.776705,2793,5111863,3.46616E-14,3.81715E-14,4.17155E+15,3.10005E+15,1,1,1.28581E-05,1.69734E-05,15.59985
Blue,15/05/2018 7:50:28 PM +10:00,0.002365112,0.004119873,0.110239324,0.110235332,2272.555931,2445,5111862,4.7906E-14,5.65155E-14,5.0244E+15,2.54165E+15,10,2,5.59376E-06,1.69734E-05,15.82671
White,16/05/2018 2:38:28 AM +10:00,0.002975464,0.005950928,0.066070124,0.066075448,877.5208364,897,5111290,6.08228E-14,6.23521E-14,2.73965E+15,7.32233E+15,1,1,8.85339E-06,3.54135E-05,16.11005
Blue,16/05/2018 8:02:41 AM +10:00,0.002975464,0.008392334,0.1085031,0.108494512,2952.561734,2793,5111863,2.58884E-14,1.39504E-14,4.67277E+15,4.83614E+15,1,3,-9.78471E-06,7.04313E-05,16.3352
White,16/05/2018 8:16:47 AM +10:00,0.010299683,0.009613037,0.079395292,0.079400048,953.4981708,897,5111290,1.26846E-14,1.55673E-14,4.40907E+15,4.47473E+15,1,1,0.000106083,9.24105E-05,16.34499
Red,16/05/2018 8:56:28 AM +10:00,0.012130737,0.009613037,0.017498676,0.017508812,160.5136265,294,5111288,1.0523E-14,1.17502E-14,4.41276E+15,4.79888E+15,33,1,-0.00015088,9.24105E-05,16.37255
White,16/05/2018 9:16:49 AM +10:00,0.012741089,0.009613037,0.078961344,0.078968208,640.5213963,544,5111289,1.01577E-14,1.39708E-14,4.37353E+15,4.46099E+15,1,1,-0.000166247,9.24105E-05,16.38668
White,16/05/2018 12:19:18 PM +10:00,0.003585815,0.006561279,0.063540868,0.06354212,1498.000053,1401,5111291,2.82575E-14,2.25253E-14,3.92162E+15,1.11742E+15,7,1,1.28581E-05,-5.59026E-05,16.5134
Blue,16/05/2018 1:40:17 PM +10:00,0.002975464,0.004119873,0.109919216,0.109909956,3076.378163,3132,5111864,2.69471E-14,3.65062E-14,4.31819E+15,4.5011E+15,5,4,-9.78471E-06,1.69734E-05,16.56964
White,16/05/2018 1:51:30 PM +10:00,0.003585815,0.004119873,0.06665942,0.066669236,212.9558461,294,5111288,2.14708E-14,5.44019E-14,4.24977E+15,2.76086E+15,1,2,-1.89117E-05,1.69734E-05,16.57743
Blue,16/05/2018 2:28:33 PM +10:00,0.003585815,0.004119873,0.139756388,0.139758256,1394.736715,1401,5111291,3.41233E-14,3.28145E-14,3.74847E+15,4.1089E+15,1,1,1.28581E-05,1.69734E-05,16.60316
Blue,16/05/2018 2:39:55 PM +10:00,0.003585815,0.007781982,0.132883412,0.132893912,98.19553507,0,5111287,2.06824E-14,5.82447E-14,4.27457E+15,8.09753E+15,1,2,1.28581E-05,6.05593E-05,16.61105
Red,16/05/2018 3:25:09 PM +10:00,0.002975464,0.007171631,0.01464136,0.014636284,2444.328933,2445,5111862,2.68317E-14,3.26609E-14,3.34868E+15,1.14085E+15,1,1,8.85339E-06,5.14323E-05,16.64247
Blue,16/05/2018 3:42:15 PM +10:00,0.002975464,0.006561279,0.129367944,0.129376508,382.0779438,294,5111288,3.66874E-14,2.65804E-14,4.45904E+15,7.92218E+14,1,4,8.85339E-06,-4.71482E-05,16.65434
Red,16/05/2018 3:44:14 PM +10:00,0.002365112,0.005950928,0.013358404,0.013353208,2462.550606,2445,5111862,4.72587E-14,2.58105E-14,2.75605E+15,9.66633E+14,1,2,-6.33881E-06,-4.71482E-05,16.65572
Blue,16/05/2018 3:48:32 PM +10:00,0.002365112,0.005340576,0.11202958,0.112024324,2457.941938,2445,5111862,3.88364E-14,3.61867E-14,3.9757E+15,7.90016E+14,7,2,5.59376E-06,-3.91388E-05,16.6587
White,16/05/2018 3:50:38 PM +10:00,0.002365112,0.006561279,0.06139554,0.061390124,2488.929511,2445,5111862,6.04397E-14,3.91402E-14,2.39024E+15,6.18766E+14,1,1,-6.33881E-06,4.30504E-05,16.66016
Red,16/05/2018 3:53:13 PM +10:00,0.002365112,0.005340576,0.013784824,0.013792068,596.4700439,544,5111289,7.20032E-14,3.40197E-14,4.90376E+15,4.19183E+14,6,2,5.59376E-06,-3.91388E-05,16.66196
White,16/05/2018 4:10:56 PM +10:00,0.002365112,0.004730225,0.063579248,0.063569528,3134.076869,3132,5111864,3.59127E-14,4.96042E-14,5.99077E+15,7.46827E+15,3,8,5.59376E-06,2.2375E-05,16.67426
Red,16/05/2018 4:25:51 PM +10:00,0.002365112,0.004730225,0.016917004,0.016918592,1444.820222,1401,5111291,3.37436E-14,3.30482E-14,6.80667E+15,1.35394E+15,2,2,5.59376E-06,2.2375E-05,16.68462
Blue,16/05/2018 5:13:51 PM +10:00,0.002975464,0.007781982,0.118311492,0.118306292,2453.075165,2445,5111862,5.00104E-14,1.94041E-14,2.63629E+15,1.50293E+15,1,1,8.85339E-06,6.05593E-05,16.71795
Red,16/05/2018 7:03:03 PM +10:00,0.002365112,0.004119873,0.009429412,0.009428352,1843.915084,1696,5111292,3.09741E-14,5.16463E-14,6.79983E+15,2.47808E+15,3,11,-6.33881E-06,1.69734E-05,16.79379
Red,17/05/2018 6:31:23 AM +10:00,0.002975464,0.005340576,0.016889104,0.016882972,2603.855642,2445,5111862,5.24828E-14,6.17212E-14,6.09149E+15,5.70724E+15,1,5,8.85339E-06,2.85218E-05,17.27179
Red,17/05/2018 8:23:39 AM +10:00,0.011520386,0.009002686,0.016916024,0.01691776,1421.047728,1401,5111291,1.09701E-14,1.58027E-14,4.51366E+15,4.13427E+15,2,3,-0.000136258,8.10483E-05,17.34976
Red,17/05/2018 9:04:29 AM +10:00,0.008468628,0.007781982,0.023219912,0.023227708,512.8118174,544,5111289,1.10138E-14,1.6778E-14,4.49035E+15,4.96978E+15,2,1,-7.43254E-05,6.05593E-05,17.37811
Red,17/05/2018 9:41:01 AM +10:00,0.009689331,0.007781982,0.01692152,0.016918204,2180.228214,2007,5111293,1.08533E-14,1.41443E-14,4.51724E+15,4.88344E+15,2,1,9.38831E-05,6.05593E-05,17.40348
Red,17/05/2018 9:56:30 AM +10:00,0.012130737,0.01083374,0.032006752,0.032005468,1873.759572,2007,5111293,1.06034E-14,3.25524E-14,4.39917E+15,5.6815E+15,39,1,-0.00015088,0.00011737,17.41424
Blue,17/05/2018 11:58:30 AM +10:00,0.002975464,0.004730225,0.111868456,0.111863844,2373.311732,2445,5111862,2.95341E-14,3.3275E-14,4.29612E+15,4.36608E+15,3,1,-1.39757E-05,2.2375E-05,17.49896
Blue,17/05/2018 12:07:20 PM +10:00,0.002975464,0.006561279,0.112636556,0.112631164,2491.977652,2445,5111862,3.20461E-14,2.23041E-14,2.91238E+15,1.12664E+15,3,2,8.85339E-06,-5.59026E-05,17.50509
Blue,17/05/2018 12:15:30 PM +10:00,0.002975464,0.007171631,0.108593044,0.108587712,2483.303746,2445,5111862,3.38791E-14,2.23577E-14,2.60407E+15,1.17226E+15,40,3,-9.78471E-06,-6.54021E-05,17.51076
Blue,17/05/2018 12:31:14 PM +10:00,0.004196167,0.004730225,0.128411096,0.128414132,1223.820268,1401,5111291,2.08873E-14,4.60951E-14,4.12909E+15,4.00435E+15,1,1,1.76078E-05,2.2375E-05,17.52169
Blue,17/05/2018 1:03:22 PM +10:00,0.002975464,0.004119873,0.120039804,0.120044012,1050.989714,897,5111290,2.85727E-14,3.33446E-14,3.98187E+15,4.49619E+15,2,2,-9.78471E-06,1.69734E-05,17.544
Red,17/05/2018 1:05:26 PM +10:00,0.004196167,0.004730225,0.02794148,0.027930472,3335.583191,3370,3919767,1.81646E-14,2.70119E-14,4.20171E+15,4.9959E+15,49,1,-1.89117E-05,2.2375E-05,17.54544
Red,17/05/2018 1:07:15 PM +10:00,0.003585815,0.004119873,0.019710784,0.01972036,248.2067027,294,5111288,2.23141E-14,2.78714E-14,4.26229E+15,4.57028E+15,15,1,-1.39757E-05,1.69734E-05,17.5467
Red,17/05/2018 1:12:05 PM +10:00,0.003585815,0.005340576,0.01079758,0.01079118,2644.775251,2793,5111863,2.19057E-14,4.73131E-14,4.30261E+15,2.58563E+15,1,1,1.28581E-05,2.85218E-05,17.55006
White,17/05/2018 1:21:19 PM +10:00,0.002975464,0.005340576,0.069667296,0.069674364,623.4602283,544,5111289,3.29285E-14,2.4205E-14,3.91459E+15,1.15722E+15,7,1,-9.78471E-06,-4.71482E-05,17.55647
Blue,17/05/2018 1:52:06 PM +10:00,0.002975464,0.005340576,0.119770164,0.11977998,209.5789065,294,5111288,2.57458E-14,2.92708E-14,4.19097E+15,3.3912E+15,37,1,-9.78471E-06,2.85218E-05,17.57785
White,17/05/2018 2:39:32 PM +10:00,0.002975464,0.004119873,0.060498752,0.060506224,559.2973471,544,5111289,2.48773E-14,4.98279E-14,4.55441E+15,4.20017E+15,1,3,-1.39757E-05,1.69734E-05,17.61079
Blue,17/05/2018 2:45:11 PM +10:00,0.002975464,0.004119873,0.111255844,0.11125266,2152.988419,2007,5111293,2.71758E-14,5.39164E-14,4.08316E+15,5.15082E+15,65,2,-9.78471E-06,1.69734E-05,17.61471
Red,17/05/2018 3:05:53 PM +10:00,0.002365112,0.005950928,0.012840092,0.0128511,32.47156925,0,5111287,4.39056E-14,2.51601E-14,4.07376E+15,9.67398E+14,9,3,5.59376E-06,-3.91388E-05,17.62909
Red,17/05/2018 4:10:25 PM +10:00,0.002365112,0.004119873,0.008209368,0.008219568,153.8895115,294,5111288,3.92194E-14,5.16167E-14,6.50158E+15,2.57075E+15,9,1,5.59376E-06,1.69734E-05,17.6739
Red,17/05/2018 4:27:04 PM +10:00,0.002365112,0.004730225,0.01024144,0.010237676,2248.433163,2445,5111862,6.51684E-14,6.66633E-14,5.68626E+15,4.50202E+15,11,6,5.59376E-06,2.2375E-05,17.68546
Red,17/05/2018 4:44:09 PM +10:00,0.002365112,0.004730225,0.022751904,0.022743228,2983.94416,3132,5111864,3.9939E-14,6.12146E-14,6.54111E+15,5.60524E+15,3,1,5.59376E-06,2.2375E-05,17.69733
White,17/05/2018 9:13:11 PM +10:00,0.002365112,0.004119873,0.05809746,0.058107404,186.9857142,294,5111288,4.55224E-14,4.22929E-14,6.54986E+15,2.50065E+15,12,4,5.59376E-06,1.69734E-05,17.88416
White,17/05/2018 10:12:42 PM +10:00,0.002365112,0.004119873,0.06923036,0.069224396,2571.58338,2445,5111862,5.31375E-14,4.82602E-14,6.34864E+15,3.11101E+15,3,1,5.59376E-06,1.69734E-05,17.92549
White,18/05/2018 12:48:10 AM +10:00,0.002365112,0.004119873,0.059224288,0.059225816,1449.581363,1401,5111291,5.7712E-14,5.20242E-14,4.68971E+15,1.53326E+15,6,3,5.59376E-06,1.69734E-05,18.03345
White,18/05/2018 1:08:18 AM +10:00,0.002365112,0.004119873,0.058081524,0.058090424,343.7615368,294,5111288,4.93557E-14,4.96319E-14,5.43272E+15,1.68372E+15,3,6,5.59376E-06,1.69734E-05,18.04743
Blue,18/05/2018 1:43:21 AM +10:00,0.002365112,0.004119873,0.108515972,0.108512392,2209.824714,2007,5111293,5.01954E-14,5.00797E-14,5.94104E+15,3.61958E+15,1,3,5.59376E-06,1.69734E-05,18.07177
White,18/05/2018 1:43:40 AM +10:00,0.002365112,0.004119873,0.0650685,0.065057416,3340.22189,3370,3919767,3.88485E-14,4.41028E-14,6.43096E+15,4.25747E+15,1,2,5.59376E-06,1.69734E-05,18.07199
Red,18/05/2018 3:11:00 AM +10:00,0.002365112,0.004119873,0.008370936,0.008377596,685.1006219,544,5111289,3.73623E-14,4.62909E-14,6.79559E+15,3.77689E+15,1,11,-6.33881E-06,1.69734E-05,18.13264
Red,18/05/2018 3:18:30 AM +10:00,0.002365112,0.004119873,0.016841832,0.016845244,1171.360698,1401,5111291,2.89381E-14,3.95044E-14,6.55885E+15,3.39698E+15,3,1,5.59376E-06,1.69734E-05,18.13785
Blue,18/05/2018 4:18:23 AM +10:00,0.002365112,0.004119873,0.119631444,0.119622856,2960.423568,2793,5111863,3.78373E-14,5.50134E-14,6.20819E+15,2.09931E+15,5,3,5.59376E-06,1.69734E-05,18.17943
Blue,18/05/2018 5:02:01 AM +10:00,0.002365112,0.004730225,0.108492364,0.108485684,2675.543387,2793,5111863,3.33959E-14,5.15412E-14,5.76895E+15,4.89055E+15,2,3,-6.33881E-06,2.2375E-05,18.20973
Red,18/05/2018 5:09:54 AM +10:00,0.002365112,0.004119873,0.010307112,0.010315884,368.1113325,294,5111288,4.41243E-14,3.41878E-14,6.43644E+15,3.77371E+15,4,4,5.59376E-06,1.69734E-05,18.21521
White,18/05/2018 6:12:05 AM +10:00,0.002365112,0.004119873,0.063552592,0.06355154,1835.783824,1696,5111292,5.18295E-14,4.30825E-14,6.57148E+15,3.98309E+15,2,2,-6.33881E-06,1.69734E-05,18.25839
Red,18/05/2018 6:20:00 AM +10:00,0.002365112,0.004730225,0.011898812,0.011904656,807.1076528,897,5111290,4.06079E-14,4.27084E-14,6.6725E+15,6.43498E+15,4,5,5.59376E-06,2.2375E-05,18.26389
Red,18/05/2018 7:59:32 AM +10:00,0.002975464,0.004119873,0.013424984,0.013419316,2533.500585,2445,5111862,2.40088E-14,5.29513E-14,4.77854E+15,1.94618E+15,3,3,8.85339E-06,1.69734E-05,18.33301
Blue,18/05/2018 8:08:10 AM +10:00,0.002975464,0.004119873,0.110200332,0.110190412,3158.982968,3132,5111864,4.01289E-14,3.56168E-14,3.95719E+15,3.97568E+15,2,3,8.85339E-06,1.69734E-05,18.339
Blue,18/05/2018 8:57:45 AM +10:00,0.002975464,0.004119873,0.117804256,0.117794744,3095.756096,3132,5111864,3.25277E-14,4.23061E-14,4.54618E+15,2.7558E+15,3,2,8.85339E-06,1.69734E-05,18.37344
Red,18/05/2018 9:10:10 AM +10:00,0.002975464,0.004119873,0.015811976,0.015813624,1435.636725,1401,5111291,4.08528E-14,4.07911E-14,4.57324E+15,3.49458E+15,1,3,8.85339E-06,1.69734E-05,18.38206
Red,18/05/2018 9:40:14 AM +10:00,0.002975464,0.004730225,0.013937944,0.013946704,368.9666951,294,5111288,4.01698E-14,5.56205E-14,4.33123E+15,4.43682E+15,1,1,-9.78471E-06,2.2375E-05,18.40294
Red,18/05/2018 9:51:46 AM +10:00,0.002975464,0.004119873,0.021989684,0.021986012,2232.739538,2445,5111862,3.91265E-14,4.08732E-14,4.38454E+15,3.47827E+15,1,4,-9.78471E-06,1.69734E-05,18.41095
Blue,18/05/2018 10:50:51 AM +10:00,0.002365112,0.004119873,0.110063956,0.110054364,3108.414847,3132,5111864,3.47528E-14,4.37717E-14,5.44944E+15,4.08626E+15,9,2,5.59376E-06,1.69734E-05,18.45198
Blue,18/05/2018 10:59:16 AM +10:00,0.002975464,0.004119873,0.110782084,0.110791172,307.5074867,294,5111288,2.56837E-14,2.86076E-14,4.34088E+15,3.26661E+15,2,4,8.85339E-06,1.69734E-05,18.45782
Red,18/05/2018 11:07:30 AM +10:00,0.002975464,0.004119873,0.015052072,0.015053904,1408.420515,1401,5111291,3.84992E-14,5.72672E-14,4.73012E+15,3.57498E+15,1,2,8.85339E-06,1.69734E-05,18.46354
Blue,18/05/2018 11:08:58 AM +10:00,0.002975464,0.004730225,0.114647124,0.114648412,1477.904512,1401,5111291,3.15997E-14,6.07312E-14,5.04491E+15,5.53161E+15,1,2,8.85339E-06,2.2375E-05,18.46456
Red,18/05/2018 11:26:28 AM +10:00,0.002975464,0.004119873,0.012861848,0.012855688,2607.426901,2445,5111862,3.39677E-14,5.0542E-14,4.95102E+15,3.25566E+15,1,3,8.85339E-06,1.69734E-05,18.47671
Red,18/05/2018 12:16:52 PM +10:00,0.002975464,0.004119873,0.012756064,0.012763996,494.3184069,544,5111289,3.55649E-14,3.707E-14,4.80441E+15,3.60252E+15,1,3,8.85339E-06,1.69734E-05,18.51171
White,18/05/2018 12:30:54 PM +10:00,0.002975464,0.006561279,0.062242692,0.0622519,299.0926415,294,5111288,2.08224E-14,7.73471E-14,5.1462E+15,7.91922E+15,1,2,8.85339E-06,4.30504E-05,18.52146
Blue,18/05/2018 12:36:08 PM +10:00,0.002975464,0.004119873,0.116399364,0.116399136,1710.470074,1696,5111292,2.97782E-14,5.1336E-14,5.18252E+15,2.61693E+15,1,3,8.85339E-06,1.69734E-05,18.52509
Red,18/05/2018 12:54:02 PM +10:00,0.002365112,0.005340576,0.025825532,0.025829896,1028.229729,897,5111290,5.50289E-14,7.53652E-14,4.59851E+15,7.69498E+15,1,1,-6.33881E-06,2.85218E-05,18.53752
Red,18/05/2018 1:26:44 PM +10:00,0.002365112,0.004119873,0.008845212,0.008842684,2063.308873,2007,5111293,5.0048E-14,4.66568E-14,6.46384E+15,2.92324E+15,12,3,5.59376E-06,1.69734E-05,18.56023
White,18/05/2018 2:29:48 PM +10:00,0.002975464,0.004119873,0.060641988,0.060645856,1098.431943,897,5111290,4.48967E-14,5.57538E-14,4.05399E+15,2.86164E+15,1,3,8.85339E-06,1.69734E-05,18.60403
Red,18/05/2018 3:33:11 PM +10:00,0.003585815,0.004119873,0.015318584,0.015311684,2718.83443,2793,5111863,3.74516E-14,3.62901E-14,4.96492E+15,4.72707E+15,1,3,1.28581E-05,1.69734E-05,18.64804
Blue,18/05/2018 4:11:48 PM +10:00,0.002365112,0.004119873,0.139424424,0.139434648,138.263844,0,5111287,5.73154E-14,4.50023E-14,5.54982E+15,2.63659E+15,1,1,5.59376E-06,1.69734E-05,18.67486
Red,18/05/2018 4:40:34 PM +10:00,0.002365112,0.004119873,0.010950332,0.010959268,343.428459,294,5111288,5.33424E-14,4.30408E-14,5.91228E+15,2.89523E+15,2,4,5.59376E-06,1.69734E-05,18.69484
White,18/05/2018 5:26:08 PM +10:00,0.002365112,0.004119873,0.062575556,0.06256714,2938.915953,2793,5111863,3.74899E-14,4.49908E-14,6.24293E+15,2.89056E+15,2,2,5.59376E-06,1.69734E-05,18.72648
Blue,18/05/2018 5:26:25 PM +10:00,0.002365112,0.004119873,0.110996612,0.110988604,2871.283179,2793,5111863,6.17636E-14,5.09916E-14,6.61132E+15,2.46074E+15,16,1,5.59376E-06,1.69734E-05,18.72668
Blue,18/05/2018 6:02:12 PM +10:00,0.002365112,0.004119873,0.120539028,0.120531288,2830.450931,2793,5111863,3.59229E-14,4.95954E-14,6.2021E+15,2.75529E+15,2,2,5.59376E-06,1.69734E-05,18.75153
Red,18/05/2018 7:05:57 PM +10:00,0.002365112,0.004730225,0.010376968,0.010373144,2257.703234,2445,5111862,5.41216E-14,5.91165E-14,3.76188E+15,7.21733E+15,2,10,-6.33881E-06,2.2375E-05,18.7958
White,18/05/2018 7:08:11 PM +10:00,0.002365112,0.004119873,0.06236832,0.062357964,3232.898574,3132,5111864,5.17982E-14,3.71973E-14,4.86434E+15,4.11385E+15,9,4,5.59376E-06,1.69734E-05,18.79735
Blue,19/05/2018 12:11:38 AM +10:00,0.002365112,0.004119873,0.109550064,0.109559484,264.7702243,294,5111288,4.54367E-14,3.651E-14,5.16837E+15,3.63225E+15,5,6,5.59376E-06,1.69734E-05,19.00808
White,19/05/2018 12:41:38 AM +10:00,0.002365112,0.005950928,0.061260236,0.061258528,1938.222682,2007,5111293,5.98864E-14,6.78474E-14,3.98021E+15,7.21807E+15,6,1,5.59376E-06,3.54135E-05,19.02891
Blue,19/05/2018 2:05:01 AM +10:00,0.002365112,0.005340576,0.110795808,0.110792944,2104.295834,2007,5111293,4.61917E-14,6.58977E-14,6.19104E+15,7.05561E+15,2,1,-6.33881E-06,2.85218E-05,19.08682
White,19/05/2018 4:21:58 AM +10:00,0.002365112,0.004730225,0.060360312,0.06036896,384.9033627,294,5111288,6.37621E-14,4.08724E-14,4.90243E+15,5.40944E+15,2,10,5.59376E-06,2.2375E-05,19.18192
Red,19/05/2018 5:14:54 AM +10:00,0.002365112,0.004119873,0.010687184,0.010692176,935.3024302,897,5111290,6.48825E-14,5.15277E-14,3.28184E+15,4.87109E+15,2,17,5.59376E-06,1.69734E-05,19.21868
White,19/05/2018 5:19:19 AM +10:00,0.002365112,0.004119873,0.060722984,0.06072972,669.17154,544,5111289,3.99882E-14,5.70106E-14,6.88212E+15,2.33031E+15,1,15,-6.33881E-06,1.69734E-05,19.22175
White,19/05/2018 6:26:52 AM +10:00,0.002365112,0.005340576,0.07077122,0.070774636,1165.169046,1401,5111291,4.92107E-14,8.33566E-14,6.14679E+15,5.54837E+15,1,15,-6.33881E-06,2.85218E-05,19.26866
Blue,19/05/2018 7:09:25 AM +10:00,0.002365112,0.004119873,0.108374112,0.108372244,1953.040438,2007,5111293,2.63959E-14,5.23022E-14,6.15839E+15,1.67658E+15,3,8,5.59376E-06,1.69734E-05,19.29821
Red,19/05/2018 7:31:49 AM +10:00,0.002365112,0.004119873,0.015612044,0.015602452,3121.87037,3132,5111864,4.66471E-14,4.65783E-14,6.05511E+15,2.07578E+15,3,10,5.59376E-06,1.69734E-05,19.31376
Red,19/05/2018 8:47:33 AM +10:00,0.002975464,0.004119873,0.018749396,0.01873854,3311.420702,3370,3919767,3.16056E-14,4.52763E-14,4.75727E+15,2.3601E+15,1,1,-9.78471E-06,1.69734E-05,19.36635
Red,19/05/2018 9:11:33 AM +10:00,0.004806519,0.004119873,0.009941844,0.009934772,2745.04905,2793,5111863,2.00976E-14,4.31358E-14,4.39776E+15,3.19622E+15,3,3,-2.45927E-05,1.69734E-05,19.38302
Blue,19/05/2018 9:30:15 AM +10:00,0.012741089,0.005950928,0.114979224,0.114970132,3048.801135,3132,5111864,1.09624E-14,2.25303E-14,4.30038E+15,4.72932E+15,1,1,0.000162335,3.54135E-05,19.39601
White,19/05/2018 9:38:34 AM +10:00,0.010910034,0.009613037,0.086356248,0.086365432,311.9064346,294,5111288,1.15783E-14,1.36523E-14,4.16182E+15,4.45061E+15,7,1,-0.000136258,9.24105E-05,19.40178
White,19/05/2018 10:10:23 AM +10:00,0.009689331,0.004119873,0.061896752,0.061907196,128.1270977,0,5111287,1.24344E-14,3.84947E-14,4.09913E+15,4.05714E+15,2,2,-0.000122382,1.69734E-05,19.42388
Blue,19/05/2018 10:18:45 AM +10:00,0.009078979,0.004119873,0.1284678,0.128460164,2858.691045,2793,5111863,1.42864E-14,3.67435E-14,3.95396E+15,2.63479E+15,13,1,-8.52218E-05,1.69734E-05,19.42969
Red,19/05/2018 10:27:58 AM +10:00,0.009078979,0.005340576,0.00803856,0.008037984,1773.720108,1696,5111292,1.29444E-14,3.35169E-14,4.03095E+15,4.09536E+15,27,3,-9.68634E-05,2.85218E-05,19.43609
Blue,19/05/2018 11:42:28 AM +10:00,0.009689331,0.004730225,0.133884084,0.133885864,1433.663912,1401,5111291,1.27524E-14,3.22603E-14,4.06491E+15,4.65756E+15,62,1,-0.00010925,2.2375E-05,19.48782
Red,19/05/2018 11:46:02 AM +10:00,0.009689331,0.008392334,0.02788726,0.027893992,679.2135133,544,5111289,1.27302E-14,2.72283E-14,4.07174E+15,4.20837E+15,2,1,-0.000122382,7.04313E-05,19.4903
Red,19/05/2018 1:48:05 PM +10:00,0.010910034,0.004119873,0.011996472,0.011988308,2909.905384,2793,5111863,1.07206E-14,4.93454E-14,4.38525E+15,3.89615E+15,1,1,0.000119029,1.69734E-05,19.57506
White,19/05/2018 1:49:15 PM +10:00,0.002975464,0.005950928,0.06460706,0.064598852,2918.024972,2793,5111863,3.57131E-14,1.8204E-14,3.71164E+15,4.64324E+15,2,2,8.85339E-06,3.54135E-05,19.57587
White,19/05/2018 2:12:03 PM +10:00,0.009078979,0.005950928,0.066148624,0.066140868,2845.664143,2793,5111863,1.15374E-14,2.49767E-14,4.46456E+15,4.53188E+15,7,2,8.24279E-05,3.54135E-05,19.5917
