Phase,Date,PD Level EFD-0146,PD Level EFD-0116,Time Index EFD-0146,Time Index EFD-0116,Location(m) from EFD-0146,Nearest Pole Location,Pole LIS number,T2 EFD-0146,T2 EFD-0116,W2 EFD-0146,W2 EFD-0116,MaxCountSquared EFD-0146,MaxCountSquared EFD-0116,MaxVoltSquared EFD-0146,MaxVoltSquared EFD-0116,Day
Red,21/03/2018 2:53:22 PM +11:00,0.01953125,0.28503418,0.029168032,0.029161432,2068.056751,2144,173,1.33304E-14,2.40872E-14,4.68426E+14,2.05802E+15,,,,,
White,21/03/2018 2:53:22 PM +11:00,0.015258789,0.223999023,0.06913652,0.069129972,2068.554233,2144,173,1.4127E-14,2.41142E-14,4.78225E+14,2.08441E+15,,,,,
Blue,21/03/2018 2:53:23 PM +11:00,0.026245117,0.408935547,0.11006496,0.110058356,2085.318964,2144,173,2.0121E-14,1.33944E-14,1.49123E+15,2.7374E+15,,,,,
White,21/03/2018 2:53:23 PM +11:00,0.006713867,0.09765625,0.088431236,0.08842472,2067.653725,2144,173,1.57426E-14,2.69481E-14,4.2032E+14,1.56382E+15,,,,,
Blue,21/03/2018 2:53:24 PM +11:00,0.012207031,0.189819336,0.109722452,0.10971596,2068.579905,2144,173,1.32161E-14,2.97713E-14,2.52798E+14,1.10948E+15,,,,,
Red,21/03/2018 2:53:24 PM +11:00,0.015258789,0.22277832,0.009874096,0.009867468,2068.251327,2144,173,1.34967E-14,2.71876E-14,3.22962E+14,1.53287E+15,,,,,
White,21/03/2018 2:53:24 PM +11:00,0.020141602,0.38269043,0.089698556,0.08969192,2086.022958,2144,173,1.33907E-14,1.4431E-14,5.32606E+14,2.41604E+15,,,,,
Blue,21/03/2018 2:53:25 PM +11:00,0.014648438,0.233764648,0.129981848,0.129975396,2066.785749,2144,173,1.28582E-14,2.68011E-14,3.53796E+14,1.65885E+15,,,,,
Red,21/03/2018 2:53:25 PM +11:00,0.010986328,0.178222656,0.00900478,0.008998164,2066.270837,2144,173,1.39606E-14,2.58834E-14,3.84653E+14,1.64189E+15,,,,,
White,21/03/2018 2:53:25 PM +11:00,0.02746582,0.530395508,0.071269696,0.071263048,2083.997096,2144,173,1.50286E-14,1.37924E-14,7.25656E+14,2.67134E+15,,,,,
Blue,21/03/2018 2:53:26 PM +11:00,0.017700195,0.290527344,0.129607488,0.12960092,2084.574638,2144,173,1.42947E-14,1.43742E-14,6.01796E+14,2.37339E+15,,,,,
Red,21/03/2018 2:53:26 PM +11:00,0.010375977,0.16784668,0.028900028,0.028893432,2067.505137,2144,173,1.45563E-14,2.39514E-14,4.69232E+14,1.96945E+15,,,,,
White,21/03/2018 2:53:26 PM +11:00,0.021972656,0.486450195,0.050460256,0.050453576,2084.658695,2144,173,1.46414E-14,1.3545E-14,7.53339E+14,2.71714E+15,,,,,
Blue,21/03/2018 2:53:27 PM +11:00,0.010375977,0.163574219,0.109365748,0.10935926,2068.43077,2144,173,1.26055E-14,3.10781E-14,2.48839E+14,9.27698E+14,,,,,
Red,21/03/2018 2:53:27 PM +11:00,0.015258789,0.257568359,0.009812716,0.009805968,2086.285671,2144,173,1.39071E-14,1.4707E-14,4.48723E+14,2.19821E+15,,,,,
White,21/03/2018 2:53:27 PM +11:00,0.015258789,0.210571289,0.069662392,0.069655848,2068.397753,2144,173,1.33521E-14,2.47275E-14,4.31856E+14,1.96924E+15,,,,,
Blue,21/03/2018 2:53:28 PM +11:00,0.016479492,0.246582031,0.109331444,0.109324948,2069.623502,2144,173,1.30607E-14,2.615E-14,3.7463E+14,1.76231E+15,,,,,
Red,21/03/2018 2:53:28 PM +11:00,0.006713867,0.095825195,0.0312347,0.031227976,2087.235731,2144,173,1.72354E-14,1.50923E-14,6.61642E+14,2.33704E+15,,,,,
White,21/03/2018 2:53:28 PM +11:00,0.015258789,0.26184082,0.089088156,0.089081516,2086.92384,2144,173,1.37129E-14,1.53593E-14,4.4626E+14,2.06981E+15,,,,,
Blue,21/03/2018 2:53:29 PM +11:00,0.016479492,0.244140625,0.109627924,0.109621428,2069.423374,2144,173,1.31872E-14,2.57397E-14,3.90026E+14,1.84101E+15,,,,,
Red,21/03/2018 2:53:29 PM +11:00,0.014038086,0.272216797,0.009335408,0.009328656,2086.761911,2144,173,1.51066E-14,1.37416E-14,6.40025E+14,2.50308E+15,,,,,
White,21/03/2018 2:56:25 PM +11:00,0.003662109,0.007324219,0.051684664,0.051688112,564.7226844,0,172,4.62015E-14,7.54268E-14,4.63866E+14,2.04152E+14,,,,,
White,21/03/2018 3:00:53 PM +11:00,0.004272461,0.101928711,0.087830496,0.087824008,2062.486644,2144,173,2.44528E-14,2.17759E-14,6.18792E+14,2.53488E+14,,,,,
White,21/03/2018 3:06:01 PM +11:00,0.006713867,0.00793457,0.079748116,0.079750456,735.5455384,0,172,7.99082E-14,7.55418E-14,6.16848E+15,1.62272E+14,,,,,
Blue,21/03/2018 3:15:36 PM +11:00,0.004272461,0.007324219,0.103840824,0.10383658,1728.53853,2144,173,3.76638E-14,7.76589E-14,7.19264E+14,1.21018E+14,,,,,
Red,21/03/2018 3:17:16 PM +11:00,0.004272461,0.007324219,0.006470632,0.006465468,1848.014289,2144,173,3.77201E-14,7.9028E-14,6.88471E+14,1.49342E+14,,,,,
Red,21/03/2018 3:26:00 PM +11:00,0.004272461,0.007324219,0.001180456,0.001183108,674.4501603,0,172,2.9539E-14,8.26105E-14,9.25434E+14,1.45703E+14,,,,,
Blue,21/03/2018 3:27:05 PM +11:00,0.006103516,0.007324219,0.100802928,0.100797628,1889.500383,2144,173,7.56276E-14,8.58821E-14,6.67833E+15,1.80525E+14,,,,,
Blue,21/03/2018 3:30:53 PM +11:00,0.028686523,0.969238281,0.106481724,0.106475124,2088.068027,2144,173,2.43722E-14,8.91551E-15,1.55936E+15,3.11599E+15,,,,,
Red,21/03/2018 3:30:53 PM +11:00,0.017089844,0.3125,0.007188892,0.007182128,2088.361074,2144,173,1.54961E-14,1.31528E-14,5.38156E+14,2.28793E+15,,,,,
White,21/03/2018 3:30:53 PM +11:00,0.012207031,0.228271484,0.06844614,0.068439496,2085.356887,2144,173,1.57947E-14,1.49183E-14,5.19795E+14,2.21879E+15,,,,,
White,21/03/2018 3:30:56 PM +11:00,0.016479492,0.318603516,0.084643724,0.0846371,2086.8299,2144,173,1.69872E-14,1.26619E-14,6.97263E+14,2.51129E+15,,,,,
Red,21/03/2018 3:30:57 PM +11:00,0.015869141,0.393066406,0.00479678,0.004790024,2086.609977,2144,173,2.12625E-14,1.10184E-14,1.04936E+15,2.8107E+15,,,,,
Red,21/03/2018 3:31:06 PM +11:00,0.01953125,0.439453125,0.029783356,0.029776624,2089.306624,2144,173,2.03781E-14,1.11933E-14,1.07629E+15,2.74026E+15,,,,,
White,21/03/2018 3:31:06 PM +11:00,0.008544922,0.173950195,0.050950728,0.050944052,2086.240813,2144,173,2.28483E-14,1.60106E-14,6.08458E+14,1.95858E+15,,,,,
Red,21/03/2018 3:33:21 PM +11:00,0.017700195,0.399780273,0.01413136,0.014124612,2087.762307,2144,173,1.8308E-14,1.16275E-14,7.75158E+14,2.68387E+15,,,,,
White,21/03/2018 3:33:21 PM +11:00,0.013427734,0.220336914,0.054398664,0.05439212,2067.309673,2144,173,1.44267E-14,2.36459E-14,3.48151E+14,1.78561E+15,,,,,
Blue,21/03/2018 3:33:22 PM +11:00,0.025024414,0.674438477,0.115357068,0.115350512,2084.471255,2144,173,2.24189E-14,1.0707E-14,1.32127E+15,2.99935E+15,,,,,
Red,21/03/2018 3:33:22 PM +11:00,0.020141602,0.616455078,0.034675824,0.034669116,2086.939526,2144,173,2.46828E-14,9.03065E-15,1.78487E+15,3.14083E+15,,,,,
White,21/03/2018 3:33:22 PM +11:00,0.007324219,0.209350586,0.05452364,0.054516964,2087.14119,2144,173,2.21287E-14,1.14904E-14,1.29944E+15,2.73631E+15,,,,,
Blue,21/03/2018 3:33:23 PM +11:00,0.013427734,0.266723633,0.13478036,0.134773844,2083.042479,2144,173,1.72087E-14,1.42706E-14,6.6724E+14,2.3944E+15,,,,,
Red,21/03/2018 3:33:23 PM +11:00,0.010986328,0.255126953,0.034065548,0.034058844,2086.103994,2144,173,1.82409E-14,1.20441E-14,8.41365E+14,2.58782E+15,,,,,
White,21/03/2018 3:33:23 PM +11:00,0.024414063,0.762939453,0.0553348,0.055328132,2086.012814,2144,173,2.44E-14,9.5084E-15,1.51436E+15,3.07113E+15,,,,,
Blue,21/03/2018 3:33:24 PM +11:00,0.015258789,0.3125,0.11493826,0.1149317,2085.103634,2144,173,1.70171E-14,1.39667E-14,6.57752E+14,2.45891E+15,,,,,
Red,21/03/2018 3:33:24 PM +11:00,0.015258789,0.347290039,0.016327744,0.016321016,2085.33538,2144,173,1.99151E-14,1.20788E-14,6.67931E+14,2.59364E+15,,,,,
White,21/03/2018 3:33:24 PM +11:00,0.017700195,0.352172852,0.07561366,0.075607016,2087.74662,2144,173,1.76032E-14,1.26167E-14,6.76532E+14,2.52778E+15,,,,,
Red,21/03/2018 3:33:25 PM +11:00,0.010375977,0.197143555,0.015452436,0.015445828,2067.095203,2144,173,1.68048E-14,2.31184E-14,4.10335E+14,1.83306E+15,,,,,
White,21/03/2018 3:33:25 PM +11:00,0.021362305,0.621337891,0.055556688,0.055550008,2088.001528,2144,173,2.38701E-14,9.78179E-15,1.34266E+15,3.02063E+15,,,,,
Blue,21/03/2018 3:33:26 PM +11:00,0.015869141,0.289306641,0.137461128,0.137454712,2068.711575,2144,173,1.49179E-14,2.18679E-14,4.24455E+14,2.0244E+15,,,,,
Red,21/03/2018 3:33:26 PM +11:00,0.012817383,0.317382813,0.035770292,0.035763588,2086.529492,2144,173,2.18909E-14,1.05656E-14,1.35299E+15,2.93452E+15,,,,,
White,21/03/2018 3:33:26 PM +11:00,0.009155273,0.141601563,0.07490926,0.074902724,2071.098587,2144,173,1.59638E-14,2.45811E-14,3.50935E+14,1.17363E+15,,,,,
Red,21/03/2018 3:33:27 PM +11:00,0.018920898,0.386352539,0.035276024,0.035269328,2085.206128,2144,173,1.66457E-14,1.2706E-14,6.5851E+14,2.52206E+15,,,,,
White,21/03/2018 3:33:27 PM +11:00,0.014038086,0.225830078,0.055278308,0.05527178,2064.998689,2144,173,1.32924E-14,2.71493E-14,2.64745E+14,1.22646E+15,,,,,
Blue,21/03/2018 3:33:28 PM +11:00,0.01159668,0.236816406,0.135681748,0.135675352,2066.407112,2144,173,1.623E-14,2.2567E-14,5.57719E+14,2.06252E+15,,,,,
Red,21/03/2018 3:33:28 PM +11:00,0.018310547,0.385742188,0.015909372,0.015902652,2084.105771,2144,173,2.0568E-14,1.32809E-14,4.74725E+14,2.3524E+15,,,,,
White,21/03/2018 3:33:28 PM +11:00,0.018920898,0.549316406,0.055564012,0.055557356,2084.736698,2144,173,2.5003E-14,1.10473E-14,1.30549E+15,2.96444E+15,,,,,
Blue,21/03/2018 3:33:29 PM +11:00,0.01953125,0.480957031,0.11506118,0.115054624,2084.810897,2144,173,2.28805E-14,1.12686E-14,1.14841E+15,2.9484E+15,,,,,
Red,21/03/2018 3:33:29 PM +11:00,0.014648438,0.277099609,0.014981644,0.014974916,2085.030494,2144,173,1.48349E-14,1.42591E-14,4.94701E+14,2.15886E+15,,,,,
White,21/03/2018 3:33:29 PM +11:00,0.012207031,0.249023438,0.074967004,0.07496038,2084.762796,2144,173,1.83289E-14,1.42131E-14,6.47271E+14,2.34961E+15,,,,,
Blue,21/03/2018 3:33:30 PM +11:00,0.009155273,0.166015625,0.133743832,0.133737296,2086.586182,2144,173,1.82371E-14,1.38687E-14,6.10967E+14,2.0684E+15,,,,,
Red,21/03/2018 3:33:30 PM +11:00,0.032348633,1.249389648,0.01484288,0.01483614,2086.795012,2144,173,2.38293E-14,8.4482E-15,1.61644E+15,3.12653E+15,,,,,
White,21/03/2018 3:33:30 PM +11:00,0.017700195,0.516967773,0.054757968,0.054751296,2086.797337,2144,173,2.31464E-14,1.05364E-14,1.22866E+15,2.91672E+15,,,,,
Blue,21/03/2018 3:33:31 PM +11:00,0.026855469,0.739746094,0.134020504,0.13401396,2087.856909,2144,173,2.07871E-14,1.06191E-14,1.10255E+15,2.87208E+15,,,,,
Red,21/03/2018 3:33:31 PM +11:00,0.009155273,0.294189453,0.038199732,0.03819304,2085.565047,2144,173,2.31166E-14,1.08498E-14,1.09207E+15,2.81E+15,,,,,
White,21/03/2018 3:33:31 PM +11:00,0.015258789,0.339355469,0.054182724,0.05417606,2085.450311,2144,173,1.9313E-14,1.28139E-14,8.31379E+14,2.61964E+15,,,,,
Blue,21/03/2018 3:33:32 PM +11:00,0.016479492,0.346069336,0.133406568,0.133400048,2083.939902,2144,173,1.65046E-14,1.37673E-14,5.57288E+14,2.40117E+15,,,,,
Red,21/03/2018 3:33:32 PM +11:00,0.01953125,0.455322266,0.03359224,0.033585548,2084.347065,2144,173,1.8914E-14,1.128E-14,9.06286E+14,2.78027E+15,,,,,
White,21/03/2018 3:33:32 PM +11:00,0.012207031,0.258178711,0.073457856,0.073451232,2084.288906,2144,173,1.89144E-14,1.34488E-14,8.93285E+14,2.60251E+15,,,,,
Red,21/03/2018 3:33:33 PM +11:00,0.010986328,0.371704102,0.03314358,0.03313686,2088.591979,2144,173,2.49789E-14,9.7669E-15,1.8006E+15,3.10439E+15,,,,,
White,21/03/2018 3:33:33 PM +11:00,0.007324219,0.137939453,0.053172832,0.053166288,2067.383552,2144,173,1.39958E-14,2.78264E-14,2.63654E+14,7.75921E+14,,,,,
Blue,21/03/2018 3:33:34 PM +11:00,0.020141602,0.471801758,0.11284112,0.112834564,2084.514251,2144,173,1.81755E-14,1.28572E-14,7.53989E+14,2.63375E+15,,,,,
Red,21/03/2018 3:33:34 PM +11:00,0.01953125,0.407714844,0.032488844,0.032482148,2084.783304,2144,173,1.79045E-14,1.22296E-14,6.83441E+14,2.58143E+15,,,,,
Blue,21/03/2018 3:33:35 PM +11:00,0.023193359,0.614013672,0.132283296,0.132276752,2087.095403,2144,173,2.27591E-14,9.72501E-15,1.32111E+15,3.0219E+15,,,,,
Red,21/03/2018 3:33:35 PM +11:00,0.009155273,0.227661133,0.011803392,0.011796644,2087.189805,2144,173,1.81045E-14,1.17452E-14,9.53225E+14,2.63149E+15,,,,,
Blue,21/03/2018 3:33:36 PM +11:00,0.023193359,0.567016602,0.111893072,0.111886488,2088.201122,2144,173,1.86098E-14,1.17429E-14,8.75085E+14,2.67687E+15,,,,,
Red,21/03/2018 3:33:36 PM +11:00,0.009155273,0.244750977,0.01057628,0.010569524,2088.104475,2144,173,2.17552E-14,9.82847E-15,1.20581E+15,2.95532E+15,,,,,
White,21/03/2018 3:33:36 PM +11:00,0.007324219,0.248413086,0.052338184,0.052331516,2085.578846,2144,173,2.45385E-14,1.06676E-14,1.33638E+15,2.89294E+15,,,,,
Blue,21/03/2018 3:33:37 PM +11:00,0.008544922,0.157470703,0.110041136,0.110034688,2067.195691,2144,173,1.58281E-14,2.30558E-14,4.14754E+14,1.85115E+15,,,,,
White,21/03/2018 3:33:37 PM +11:00,0.015258789,0.390625,0.070822128,0.070815476,2087.818371,2144,173,2.07033E-14,1.11928E-14,1.04595E+15,2.8031E+15,,,,,
Blue,21/03/2018 3:33:38 PM +11:00,0.017700195,0.41809082,0.130280204,0.13027366,2087.057213,2144,173,2.11559E-14,1.08359E-14,1.11306E+15,2.87146E+15,,,,,
Red,21/03/2018 3:33:38 PM +11:00,0.015869141,0.522460938,0.032522472,0.03251578,2084.152953,2144,173,2.75481E-14,9.07524E-15,2.04312E+15,3.16703E+15,,,,,
White,21/03/2018 3:33:38 PM +11:00,0.014038086,0.244750977,0.050340484,0.050333824,2083.928631,2144,173,1.52253E-14,1.57002E-14,4.52642E+14,2.0542E+15,,,,,
White,21/03/2018 3:33:39 PM +11:00,0.014038086,0.330200195,0.089659628,0.08965302,2086.333411,2144,173,2.06923E-14,1.20078E-14,1.05118E+15,2.79209E+15,,,,,
Red,21/03/2018 3:33:40 PM +11:00,0.025634766,0.654907227,0.02958382,0.029577096,2088.127316,2144,173,1.94914E-14,1.02483E-14,1.03888E+15,2.90332E+15,,,,,
White,21/03/2018 3:33:40 PM +11:00,0.015258789,0.361328125,0.069233788,0.069227148,2085.614294,2144,173,2.04767E-14,1.28596E-14,8.89514E+14,2.67286E+15,,,,,
Blue,21/03/2018 3:33:41 PM +11:00,0.020141602,0.473632813,0.129096764,0.129090212,2087.48858,2144,173,2.2409E-14,1.10728E-14,9.52307E+14,2.85816E+15,,,,,
Red,21/03/2018 3:33:41 PM +11:00,0.01953125,0.490722656,0.008816772,0.008810036,2084.633596,2144,173,2.05286E-14,1.07058E-14,1.20031E+15,2.93507E+15,,,,,
White,21/03/2018 3:33:41 PM +11:00,0.017700195,0.416870117,0.088960584,0.088953964,2087.52607,2144,173,2.00781E-14,1.15138E-14,9.41276E+14,2.79061E+15,,,,,
Blue,21/03/2018 3:33:42 PM +11:00,0.020751953,0.648803711,0.109150068,0.109143504,2084.369023,2144,173,2.51039E-14,1.00876E-14,1.60697E+15,3.09186E+15,,,,,
Red,21/03/2018 3:33:42 PM +11:00,0.01159668,0.297851563,0.012074136,0.012067388,2087.272839,2144,173,5.86273E-14,9.28946E-15,4.17303E+15,3.13133E+15,,,,,
White,21/03/2018 3:33:42 PM +11:00,0.015869141,0.451049805,0.068825472,0.06881884,2084.310416,2144,173,2.3379E-14,1.09746E-14,1.33545E+15,2.97004E+15,,,,,
Blue,21/03/2018 3:33:43 PM +11:00,0.00793457,0.142822266,0.129818012,0.129811592,2068.026944,2144,173,1.71768E-14,2.56309E-14,2.92154E+14,1.25626E+15,,,,,
Blue,21/03/2018 3:33:44 PM +11:00,0.01159668,0.270385742,0.130075528,0.130069004,2083.536399,2144,173,2.05324E-14,1.28363E-14,9.40387E+14,2.6777E+15,,,,,
White,21/03/2018 3:33:44 PM +11:00,0.010986328,0.247192383,0.068613408,0.06860678,2083.574146,2144,173,1.93298E-14,1.32559E-14,9.51127E+14,2.64575E+15,,,,,
Red,21/03/2018 3:33:45 PM +11:00,0.023193359,0.505371094,0.029233188,0.029226464,2088.038123,2144,173,1.89557E-14,1.12957E-14,8.16664E+14,2.72498E+15,,,,,
White,21/03/2018 3:33:45 PM +11:00,0.018310547,0.487670898,0.088912476,0.088905872,2085.220574,2144,173,2.14516E-14,1.13447E-14,1.12577E+15,2.90122E+15,,,,,
Blue,21/03/2018 3:33:46 PM +11:00,0.016479492,0.45715332,0.109377528,0.109370944,2087.558146,2144,173,2.29482E-14,1.12134E-14,1.27246E+15,2.95144E+15,,,,,
White,21/03/2018 3:33:46 PM +11:00,0.00793457,0.251464844,0.052550848,0.052544152,2089.833208,2144,173,3.0493E-14,9.53217E-15,1.6734E+15,3.04234E+15,,,,,
Blue,21/03/2018 3:33:47 PM +11:00,0.015258789,0.392456055,0.131613044,0.131606512,2084.809837,2144,173,2.23401E-14,1.17429E-14,9.63256E+14,2.81544E+15,,,,,
Red,21/03/2018 3:33:47 PM +11:00,0.020141602,0.591430664,0.009568148,0.009561392,2087.800893,2144,173,2.21861E-14,9.81938E-15,1.39165E+15,3.0066E+15,,,,,
White,21/03/2018 3:33:47 PM +11:00,0.015869141,0.438232422,0.08931532,0.089308716,2085.001537,2144,173,2.19145E-14,1.1357E-14,1.17904E+15,2.90186E+15,,,,,
Blue,21/03/2018 3:33:48 PM +11:00,0.007324219,0.154418945,0.113720512,0.113714056,2069.058823,2144,173,2.05209E-14,1.78662E-14,7.0454E+14,2.29893E+15,,,,,
White,21/03/2018 3:33:48 PM +11:00,0.006103516,0.146484375,0.074099348,0.074092724,2084.274279,2144,173,2.40788E-14,1.21767E-14,1.14967E+15,2.67913E+15,,,,,
White,21/03/2018 3:33:49 PM +11:00,0.008544922,0.202026367,0.083276136,0.08326952,2085.38683,2144,173,3.55299E-14,1.18164E-14,1.20088E+15,2.68971E+15,,,,,
Red,21/03/2018 3:33:53 PM +11:00,0.004882813,0.084228516,0.012788116,0.012781316,2095.223818,2144,173,1.97961E-14,2.57027E-14,3.95684E+14,7.25579E+14,,,,,
Red,21/03/2018 3:33:54 PM +11:00,0.01159668,0.347900391,0.012039456,0.01203268,2091.464029,2144,173,2.43594E-14,1.00965E-14,1.42483E+15,2.91528E+15,,,,,
White,21/03/2018 3:33:54 PM +11:00,0.012817383,0.274658203,0.053468132,0.053461464,2085.803508,2144,173,1.81477E-14,1.36897E-14,6.22744E+14,2.39973E+15,,,,,
Blue,21/03/2018 3:34:21 PM +11:00,0.017089844,0.533447266,0.136998868,0.136992332,2087.582563,2144,173,2.94066E-14,1.01935E-14,2.11985E+15,2.93327E+15,,,,,
White,21/03/2018 3:34:21 PM +11:00,0.021362305,0.538330078,0.05726396,0.057257304,2085.106578,2144,173,1.96052E-14,1.19939E-14,9.90161E+14,2.78134E+15,,,,,
Blue,21/03/2018 3:34:23 PM +11:00,0.016479492,0.371704102,0.101081528,0.10107492,2088.916377,2144,173,1.96805E-14,1.11999E-14,9.10801E+14,2.69188E+15,,,,,
Red,21/03/2018 3:34:24 PM +11:00,0.014038086,0.236206055,0.020175376,0.020168768,2068.333786,2144,173,1.36448E-14,2.36151E-14,2.89939E+14,1.58356E+15,,,,,
Blue,21/03/2018 3:34:25 PM +11:00,0.015869141,0.327148438,0.121727276,0.121720708,2088.168678,2144,173,1.675E-14,1.2346E-14,6.4711E+14,2.42538E+15,,,,,
Blue,21/03/2018 3:34:27 PM +11:00,0.005493164,0.112304688,0.104422744,0.104416284,2067.942268,2144,173,1.85788E-14,2.7147E-14,4.03083E+14,1.03994E+15,,,,,
Red,21/03/2018 3:34:27 PM +11:00,0.009155273,0.193481445,0.003714464,0.003707708,2086.359479,2144,173,2.33384E-14,1.18535E-14,9.85144E+14,2.58128E+15,,,,,
White,21/03/2018 3:34:27 PM +11:00,0.018920898,0.512695313,0.06478484,0.064778192,2085.91568,2144,173,2.24686E-14,1.05212E-14,1.22217E+15,2.90061E+15,,,,,
Blue,21/03/2018 3:34:28 PM +11:00,0.014648438,0.26550293,0.105764028,0.105757452,2085.942167,2144,173,1.45501E-14,1.48679E-14,4.46581E+14,2.21575E+15,,,,,
Red,21/03/2018 3:34:28 PM +11:00,0.012817383,0.352172852,0.025377576,0.025370844,2088.409478,2144,173,2.90725E-14,1.04629E-14,1.28901E+15,2.95229E+15,,,,,
White,21/03/2018 3:34:28 PM +11:00,0.015869141,0.459594727,0.085853428,0.0858468,2088.557435,2144,173,2.42742E-14,1.01304E-14,1.57622E+15,3.02716E+15,,,,,
White,21/03/2018 3:37:58 PM +11:00,0.004272461,0.007324219,0.056410716,0.056407832,1516.988441,2144,173,3.01296E-14,7.27866E-14,8.73272E+14,1.52636E+14,,,,,
Blue,21/03/2018 3:41:36 PM +11:00,0.017089844,0.330200195,0.115015452,0.11500886,2086.19688,2144,173,1.87232E-14,1.32183E-14,8.8878E+14,2.64524E+15,,,,,
Red,21/03/2018 3:41:36 PM +11:00,0.034179688,0.966186523,0.036762804,0.0367561,2085.718645,2144,173,2.21637E-14,9.37565E-15,1.50562E+15,3.11054E+15,,,,,
White,21/03/2018 3:41:36 PM +11:00,0.023803711,0.795288086,0.05600946,0.056002784,2085.768319,2144,173,2.71923E-14,9.39766E-15,1.81512E+15,3.16429E+15,,,,,
Red,21/03/2018 3:41:37 PM +11:00,0.009765625,0.297851563,0.016639732,0.016633008,2084.235529,2144,173,2.24655E-14,1.04147E-14,1.48223E+15,2.97814E+15,,,,,
Blue,21/03/2018 3:41:43 PM +11:00,0.013427734,0.286865234,0.134279328,0.13427278,2084.655983,2144,173,1.93075E-14,1.36721E-14,8.17573E+14,2.55002E+15,,,,,
Blue,21/03/2018 3:41:44 PM +11:00,0.017089844,0.484619141,0.11437084,0.114364252,2085.866252,2144,173,3.94056E-14,1.11916E-14,3.14399E+15,2.97514E+15,,,,,
Red,21/03/2018 3:41:44 PM +11:00,0.014648438,0.509643555,0.033994864,0.033988156,2085.829832,2144,173,2.61492E-14,9.54442E-15,1.88793E+15,3.14196E+15,,,,,
White,21/03/2018 3:41:44 PM +11:00,0.009765625,0.245361328,0.075234128,0.075227464,2088.483952,2144,173,2.27658E-14,1.07871E-14,1.13119E+15,2.80367E+15,,,,,
Blue,21/03/2018 3:41:45 PM +11:00,0.022583008,0.563964844,0.133723648,0.133717072,2088.088108,2144,173,2.10797E-14,1.08986E-14,1.05296E+15,2.87162E+15,,,,,
Red,21/03/2018 3:41:45 PM +11:00,0.013427734,0.302734375,0.013717312,0.013710576,2085.446622,2144,173,2.23128E-14,1.24714E-14,8.77223E+14,2.63413E+15,,,,,
White,21/03/2018 3:41:45 PM +11:00,0.012207031,0.291137695,0.07504266,0.075035996,2088.260892,2144,173,2.18386E-14,1.13075E-14,1.08454E+15,2.80332E+15,,,,,
Blue,21/03/2018 3:41:46 PM +11:00,0.015869141,0.341186523,0.11328406,0.113277456,2087.614581,2144,173,1.85002E-14,1.20131E-14,8.15257E+14,2.66024E+15,,,,,
Blue,21/03/2018 3:41:47 PM +11:00,0.010986328,0.264892578,0.132888468,0.132881888,2088.343239,2144,173,2.09456E-14,1.21629E-14,1.05385E+15,2.71693E+15,,,,,
Red,21/03/2018 3:41:47 PM +11:00,0.012207031,0.315551758,0.032816376,0.032809648,2088.447259,2144,173,2.47864E-14,1.09452E-14,1.04345E+15,2.81651E+15,,,,,
White,21/03/2018 3:41:47 PM +11:00,0.01159668,0.311279297,0.072868684,0.072862032,2085.89083,2144,173,2.29792E-14,1.13435E-14,1.40052E+15,2.94805E+15,,,,,
Blue,21/03/2018 3:41:48 PM +11:00,0.010986328,0.234375,0.113863496,0.113857024,2067.942502,2144,173,1.80475E-14,2.33322E-14,4.15959E+14,1.72861E+15,,,,,
White,21/03/2018 3:41:48 PM +11:00,0.015258789,0.487670898,0.054467992,0.0544613,2087.827965,2144,173,2.68536E-14,9.69126E-15,1.80793E+15,3.11655E+15,,,,,
Blue,21/03/2018 3:41:49 PM +11:00,0.012817383,0.329589844,0.114729648,0.11472306,2085.258429,2144,173,2.08259E-14,1.26221E-14,1.13343E+15,2.79198E+15,,,,,
Red,21/03/2018 3:41:49 PM +11:00,0.01159668,0.349731445,0.03442812,0.034421416,2085.120525,2144,173,2.36176E-14,1.07975E-14,1.50955E+15,2.99723E+15,,,,,
White,21/03/2018 3:41:49 PM +11:00,0.018310547,0.479736328,0.052925464,0.052918768,2087.96036,2144,173,2.09055E-14,1.13129E-14,1.01098E+15,2.80756E+15,,,,,
Blue,21/03/2018 3:41:50 PM +11:00,0.021362305,0.492553711,0.112523724,0.112517128,2085.976654,2144,173,1.813E-14,1.16429E-14,8.84602E+14,2.73006E+15,,,,,
White,21/03/2018 3:41:50 PM +11:00,0.012207031,0.494384766,0.054400312,0.054393632,2085.882465,2144,173,4.04342E-14,9.43007E-15,2.1642E+15,3.12868E+15,,,,,
Blue,21/03/2018 3:41:51 PM +11:00,0.015258789,0.355224609,0.111835156,0.111828568,2084.492066,2144,173,2.09076E-14,1.25438E-14,1.01852E+15,2.77104E+15,,,,,
Red,21/03/2018 3:41:51 PM +11:00,0.010375977,0.284423828,0.033450928,0.033444224,2084.866964,2144,173,2.02058E-14,1.12951E-14,1.02016E+15,2.78409E+15,,,,,
White,21/03/2018 3:41:51 PM +11:00,0.017700195,0.485839844,0.052334688,0.052327996,2087.168531,2144,173,2.30727E-14,1.05457E-14,1.29283E+15,2.95192E+15,,,,,
Blue,21/03/2018 3:44:58 PM +11:00,0.003662109,0.00793457,0.103157472,0.103158816,894.5386874,0,172,4.22675E-14,7.61825E-14,6.34723E+14,1.51148E+14,,,,,
